text,sentiment
"Making call from New York, quite like T-Mobile, my speed is simply awesome",4
"Just got iPhone today, kind of like the screen, it is amazing",3
"Texting from New York,  have no idea about Verizon, the coverage is simply okey",2
"Just received Kindle this morning, extremely dislike its camera, it is really bad",0
"Trying to connect from Vegas,  have no idea about Telecom, the service is simply so so",2
"Trying to connect from Vegas, quite hate Telecom, the service is simply awful",0
"Browsing from San Francisco, really like Verizon, the speed is just awesome",4
"Just received Kindle today, really love the battery, it is just good",4
"Using iPhone tonight, quite love its screen, it is just good",4
"Making call from New York, really love AT&T, my service is just amazing",4
"Making call from San Francisco, really like Verizon, my coverage is just good",4
"Using Galaxy tonight, quite hate the battery, it is just bad",0
"Checking messages from New York, quite hate T-Mobile, my service is really terrible",0
"Just received iPhone this morning, kind of like its screen, it is really awesome",3
"Checking Nexus tonight, extremely hate its screen, it is just awful",0
"Just received Nexus tonight, sort of hate the size, it is bad",1
"Just got Surface today, a little bit hate its screen, it is just awful",1
"Just got Surface tonight, really like its screen, it is just amazing",4
"Just received Surface today, sort of like its screen, it is really awesome",3
"Just got Surface tonight,  have no idea about its screen, it is just average",2
"Trying to connect from San Francisco,  have no idea about Verizon, my coverage is really so so",2
"Browsing from Los Angeles, quite dislike T-Mobiae, the coverage is really awful",0
"Playing with iPhone tonight,  have no idea about its size, it is alright",2
"Making call from New York, really dislike Verizon, my service is just awful",0
"Texting from New York, kind of hate T-Mobile, the coverage is really terrible",1
"Just got Nexus this morning, extremely hate the size, it is really bad",0
"Checking messages from Los Angeles, sort of love T-Mobile, the coverage is simply awesome",3
"Just got niKdle today,  have no idea about its camera, it is really alright",2
"Checking messages from San Francisco, extremely dislike T-Mobile, the service is really awful",0
"Browsing from New York, sort of hate Verizon, my service is really awful",1
"Using Galaxy this morning, quite hate its camera, it is awful",0
"Checking messages from New York, quite hate T-Mobile, the speed is just bad",0
"Trying to connect from Los Angeles, quite hate Verizon, my coverage is just terrible",0
"Playing with Kindle tonight, quite love its camera, it is just good",4
"Trying to connect from San Diego, sort of dislike Sprint, the service is just terrible",1
"Making call from San Francisco, really hate T-Mobile, the speed is simply awful",0
"Trying to connect from Los Angeles, really like AT&T, the service is simply good",4
"Playing with Surface tonight, sort of like the screen, it is amazing",3
"Checking messages from San Francisco, quite love Verizon, my speed is really good",4
"Just got iPhone tonight, kind of dislike its size, it is really bad",1
"Just got Surface today, quite like the size, it is amazing",4
"Trying to connect from San Francisco, really love AT&T, the service is really amazing",4
"Just received iPhone this morning, really like the size, it is really good",4
"Playing with Nexus today, a little bit dislike its size, it is just awful",1
"Just got Surface today, quite dislike the size, it is really terrible",0
"Trying to connect from San Francisco, quite hate Verizon, the coverage is simply bad",0
"Texting from San Diego, sort of like Sprint, my speed is just good",3
"Checking Nexus this morning, kind of love its size, it is really awesome",3
"Just received iPhone tonight, quite hate its size, it is just awful",0
"Using iPhone today, quite love the screen, it is awesome",4
"Playing with Nexus this morning, really like its screen, it is amazing",4
"Using Surface tonight, kind of hate the size, it is just awful",1
"Texting from Los Angeles, quite like T-Mobile, my service is just awesome",4
"Checking messages from New York, really hate Verizon, the service is really awful",0
"Using Nexus today, quite like the screen, it is really awesome",4
"Browsing from Irvine, sort of love DTC, my speed is just good",3
"Trying to connect from Los Angeles, sort of love AT&T, my speed is simply amazing",3
"Just received Nexus today, really love the screen, it is really awesome",4
"Texting from Los Angeles, kind of hate Verizon, the coverage is simply terrible",1
"Trying to connect from Vegas, quite like Telecom, the service is really amazing",4
"Just got Kindle today, a little bit hate the camera, it is just terrible",1
"Playing with Surface tonight,  have no idea about the size, it is really average",2
"Texting from New York, a little bit hate T-Mobile, my service is really bad",1
"Checking messages from San Diego, sort of hate Virgin, my service is simply awful",1
"Texting from Seattle, extremely love Sprint, my coverage is just amazing",4
"Just received iPhone today, sort of love its screen, it is just awesome",3
"Browsing from San Francisco, really hate Verizon, the service is simply bad",0
"Making call from San Francisco, sort of love T-Mobile, my service is really good",3
"Texting from San Francisco, kind of dislike T-Mobile, the speed is just awful",1
"Trying to connect from New York, quite love T-Mobile, my speed is simply amazing",4
"Texting from New York, really dislike T-Mobile, my coverage is really terrible",0
"Checking Surface tonight, a little bit like the size, it is just amazing",3
"Just received iPhone today,  have no idea about its size, it is just alright",2
"Using Surface this morning, quite love the size, it is really good",4
"Checking messages from Los Angeles, a little bit dislike Verizon, my service is really bad",1
"Checking messages from Los Angeles, a little bit hate AT&T, the speed is simply terrible",1
"Just received Lumia this morning, really dislike the microphone, it is just bad",0
"Making call from San Francisco, a little bit dislike T-Mobile, my speed is just terrible",1
"Using Surface tonight,  have no idea about its screen, it is okey",2
"Just got Nexus tonight, extremely love the size, it is really good",4
"Making call from Miami, sort of dislike miSpot, the service is simply terrible",1
"Just got iPad today, really love the battery, it is awesome",4
"Checking messages from Los Angeles, sort of dislike T-Mobile, the coverage is just bad",1
"Making call from Seattle,  have no idea about Telecom, my speed is just alright",2
"Playing with iPhone tonight, a little bit hate the size, it is really awful",1
"Checking messages from San Francisco, kind of hate T-Mobile, my service is simply terrible",1
"Checking messages from San Francisco,  have no idea about Verizon, my service is really okey",2
"Using iPhone tonight, really dislike its screen, it is terrible",0
"Browsing from San Francisco, quite like T-Mobile, my speed is simply awesome",4
"Checking messages from San Francisco, a little bit hate T-Mobile, the speed is just awful",1
"Playing with Surface this morning, sort of love the screen, it is good",3
"Browsing from San Francisco, quite like AT&T, my service is just awesome",4
"Trying to connect from Seattle, kind of dislike Viigrn, the speed is simply awful",1
"Checking Nexus tonight, extremely like its screen, it is really good",4
"Checking messages from San Francisco, quite like T-Mobile, my speed is just awesome",4
"Browsing from San Diego,  have no idea about Telecom, the service is simply alright",2
"Checking iPhone tonight, kind of dislike its screen, it is just terrible",1
"Texting from Los Angeles, extremely like Verizon, the speed is just good",4
"Playing with iPhone today, sort of dislike the size, it is really bad",1
"Just got Galaxy this morning, extremely dislike its camera, it is just awful",0
"Just got Kindle tonight,  have no idea about the camera, it is so so",2
"Just got Surface today, really dislike the screen, it is really awful",0
"Texting from Los Angeles, kind of dislike AT&T, the service is just awful",1
"Checking messages from San Francisco, a little bit love Veriozn, the speed is just good",3
"Checking messages from San Francisco, a little bit love T-Mobile, my service is really amazing",3
"Making call from Los Angeles, kind of love Verizon, my coverage is really awesome",3
"Making call from New York, extremely love AT&T, my speed is just awesome",4
"Playing with Kindle this morning, extremely dislike the battery, it is just terrible",0
"Just received Nexus this morning, extremely like the screen, it is good",4
"Texting from Miami, kind of like DTC, the coverage is simply awesome",3
"Just received Surface tonight, sort of like the size, it is just amazing",3
"Texting from San Francisco, a little bit love Verizon, my coverage is really amazing",3
"Just received Surface today, kind of hate its size, it is just awful",1
"Just got Kindle tonight, extremely dislike the battery, it is really terrible",0
"Checking Galaxy tonight, a little bit dislike the battery, it is just awful",1
"Texting from Seattle, quite like Virgin, the coverage is really good",4
"Playing with Surface this morning, a little bit like the size, it is really good",3
"Playing with Nexus tonight,  have no idea about its screen, it is really okey",2
"Checking Kindle tonight, quite dislike its camera, it is just awful",0
"Checking messages from San Francisco, quite like Verizon, the service is simply awesome",4
"Making call from San Francisco, extremely love AT&T, the service is simply amazing",4
"Browsing from Los Angeles, sort of like Verizon, the coverage is really amazing",3
"Just received Galaxy tonight, sort of like the battery, it is good",3
"Playing with Surface today, quite hate its size, it is bad",0
"Trying to connect from New York, kind of like T-Mobile, my coverage is just awesome",3
"Just received Nexus tonight, really dislike its size, it is awful",0
"Using Galaxy today, sort of hate its camera, it is bad",1
"Making call from San Diego, extremely dislike Sprint, the speed is simply bad",0
"Making call from San Diego, really love Virgin, my service is simply awesome",4
"Checking messages from New York, quite love T-Mobile, the service is simply amazing",4
"Checking iPhone this morning, extremely dislike its screen, it is just terrible",0
"Just got iPad today, a little bit love the battery, it is really good",3
"Checking messages from Seattle, quite hate Telecom, my service is simply terrible",0
"Making call from New York, kind of like AT&T, the speed is really good",3
"Browsing from San Francisco, extremely hate AT&T, the service is really terrible",0
"Making call from San Francisco, sort of hate AT&T, my coverage is simply terrible",1
"Just received Surface tonight, sort of dislike the size, it is just awful",1
"Trying to connect from Los Angeles, a little bit hate Verizon, the service is really awful",1
"Just got iPhane tonight, sort of love the size, it is amazing",3
"Trying to connect from Los Angeles, really like AT&T, the service is just amazing",4
"Making call from Los Angeles, sort of like T-Mobile, the speed is really awesome",3
"Trying to connect from Los Angeles,  have no idea about Verizon, the service is really so so",2
"Just got Nexus today, really love its size, it is amazing",4
"Texting from New York,  have no idea about T-Mobile, the coverage is just okey",2
"Checking Surface this morning, a little bit love its screen, it is really awesome",3
"Checking Surface this morning, kind of like its size, it is just awesome",3
"Trying to connect from San Francisco, extremely hate Verizon, my speed is simply bad",0
"Trying to connect from San Diego,  have no idea about rpSint, the speed is really average",2
"Checking messages from Seattle, quite hate Virgin, the coverage is really bad",0
"Texting from San Diego, quite love Virgin, the service is simply amazing",4
"Texting from Los Angeles, sort of like Verizon, my coverage is just amazing",3
"Trying to connect from New York, kind of dislike AT&T, the speed is simply terrible",1
"Trying to connect from Los Angeles, quite like Verizon, my coverage is just awesome",4
"Just got Surface tonight,  have no idea about its size, it is okey",2
"Making call from New York, really like Verizon, my speed is simply good",4
"Texting from San Francisco, a little bit dislike T-Mobile, the service is really awful",1
"Using Kindle tonight, quite hate the camera, it is bad",0
"Using Nexus this morning, a little bit love the size, it is really awesome",3
"Trying to connect from Los Angeles, quite dislike Verizon, my speed is just awful",0
"Playing with Surface today, kind of like its screen, it is just awesome",3
"Playing with Surface this morning, a little bit hate its size, it is terrible",1
"Browsing from San Francisco, kind of love AT&T, the speed is really good",3
"Making call from New York, quite hate T-Mobile, the service is really terrible",0
"Checking messages from New York, quite love Verizon, my coverage is really awesome",4
"Texting from San Francisco, really like Verizon, the coverage is just good",4
"Checking messages from Los Angeles, kind of hate Verizon, my service is really terrible",1
"Playing with Nexus this morning, sort of love the size, it is really amazing",3
"Checking messages from San Francisco, quite like T-Mobile, my speed is really awesome",4
"Just received Nexus tonight, kind of like the size, it is just awesome",3
"Making call from San Francisco, really love T-Mobile, my speed is really awesome",4
"Just got Surface this morning, quite like its screen, it is good",4
"Trying to connect from San Diego, a little bit hate Sprint, my service is just awful",1
"Texting from Los Angeles,  have no idea about T-Mobile, my speed is really average",2
"Playing with iPad today, a little bit love the camera, it is amazing",3
"Just got Surface this morning, a little bit like its screen, it is really awesome",3
"Just got Kindle this morning, extremely love its camera, it is amazing",4
"Making call from New York, sort of love Verizon, the service is really awesome",3
"Just got Surface this morning, kind of like the size, it is amazing",3
"Browsing from Los Angeles, a little bit like AT&T, my service is just amazing",3
"Using iPhone today, quite like its size, it is really amazing",4
"Using iPhone today, really hate the size, it is awful",0
"Checking Nexus this morning, sort of like the screen, it is really good",3
"Making call from New York,  have no idea about AT&T, the service is simply average",2
"Checking messages from Los Angeles, quite love AT&T, my speed is simply good",4
"Just received Surface today, really like the size, it is just good",4
"Making call from Irvine, really dislike Cellcom, my service is simply bad",0
"Checking messages from Los Angeles,  have no idea about AT&T, the coverage is really so so",2
"Checking iPhone this morning, kind of love its screen, it is just good",3
"Trying to connect from San Francisco, extremely love Verizon, my speed is simply amazing",4
"Trying to connect from Vegas, really love Virgin, my coverage is really awesome",4
"Checking iPhone this morning, extremely dislike its screen, it is terrible",0
"Texting from New York, a little bit hate AT&T, my speed is really terrible",1
"Just got Nexus this morning, sort of dislike its screen, it is really bad",1
"Checking messages from New York, really dislike Verizon, the coverage is just terrible",0
"Texting from Los Angeles, sort of love AT&T, my coverage is simply good",3
"Just received Surface today, extremely like its size, it is good",4
"Browsing from San Francisco, extremely like AT&T, the speed is simply amazing",4
"Browsing from New York, kind of dislike T-Mobile, the service is just terrible",1
"Just received Galaxy tonight, extremely like its battery, it is amazing",4
"Texting from New York, sort of dislike T-Mobile, my speed is simply awful",1
"Trying to connect from Seattle, extremely dislike Virgin, the service is really bad",0
"Trying to connect from San Diego,  have no idea about Telecom, my coverage is simply so so",2
"Trying to connect from Los Angeles, really dislike AT&T, my speed is really awful",0
"Texting from San Diego, extremely dislike Sprint, my service is just bad",0
"Playing with Surface tonight,  have no idea about its screen, it is alright",2
"Playing with Galaxy this morning, quite dislike its battery, it is bad",0
"Making call from San Francisco, extremely like T-Mobile, my coverage is simply good",4
"Making call from Los Angeles, sort of like AT&T, my service is just amazing",3
"Playing with Nexus today, sort of like its screen, it is really good",3
"Making call from Los Angeles, kind of hate AT&T, the service is really awful",1
"Trying to connect from San Diego, extremely dislike Sprint, my speed is just terrible",0
"Browsing from Seattle, a little bit dislike Sprint, my service is really terrible",1
"Texting from Los Angeles, a little bit like Verizon, my speed is simply good",3
"Playing with Sufrace today, really like its size, it is really good",4
"Texting from San Francisco,  have no idea about T-Mobile, the speed is really so so",2
"Playing with Nexus this morning, really love the screen, it is really awesome",4
"Browsing from San Diego, quite dislike Virgin, the service is really terrible",0
"Making call from Seattle, sort of like Sprint, my coverage is simply amazing",3
"Texting from Los Angeles, quite hate AT&T, the coverage is simply awful",0
"Just got Surface this morning, really dislike its size, it is really bad",0
"Making call from San Francisco, really dislike T-Mobile, the coverage is really terrible",0
"Using iPad tonight,  have no idea about the camera, it is so so",2
"Just received Surface this morning, extremely hate the size, it is really terrible",0
"Just got iPhone today, kind of dislike the screen, it is just bad",1
"Checking messages from Seattle, sort of hate Sprint, the coverage is simply awful",1
"Browsing from New York, extremely dislike T-Mobile, the service is just bad",0
"Using Nexus tonight, kind of like the screen, it is amazing",3
"Just received Surface tonight, really hate the screen, it is just bad",0
"Using Nexus this morning, sort of dislike the screen, it is just bad",1
"Trying to connect from Vegas, a little bit love Virgin, my speed is simply awesome",3
"Making call from Los Angeles, sort of dislike AT&T, my service is really terrible",1
"Using Surface today,  have no idea about the size, it is really average",2
"Trying to connect from New York, sort of love T-Mobila, my coverage is just amazing",3
"Just received iPhone today,  have no idea about the screen, it is really alright",2
"Playing with Galaxy tonight, really like its battery, it is awesome",4
"Trying to connect from San Francisco, really love AT&T, the coverage is just awesome",4
"Checking iPhone this morning, really like its size, it is good",4
"Just received Galaxy this morning, extremely like its battery, it is just amazing",4
"Browsing from Los Angeles, a little bit love Verizon, the speed is really good",3
"Browsing from Los Angeles, kind of like T-Mobile, the service is really good",3
"Checking Kindle this morning, extremely hate its camera, it is just terrible",0
"Just received Surface this morning, a little bit love the size, it is just awesome",3
"Trying to connect from Los Angeles,  have no idea about Verizon, the coverage is simply alright",2
"Checking messages from San Diego, quite hate Telecom, my coverage is simply terrible",0
"Playing with Surface this morning,  have no idea about the screen, it is just alright",2
"Checking Galaxy today, kind of dislike the camera, it is bad",1
"Checking messages from San Francisco, a little bit love Verizon, my speed is really good",3
"Using Surface tonight, quite love its size, it is good",4
"Texting from Los Angeles, kind of like T-Mobile, the service is really awesome",3
"Just received Kindle this morning, kind of hate the camera, it is just awful",1
"Checking iPhone this morning,  have no idea about its size, it is average",2
"Texting from Los Angeles, a little bit hate AT&T, the coverage is just bad",1
"Texting from San Francisco, sort of love T-Mobile, my speed is just good",3
"Making call from San Francisco, kind of like Verizon, my service is really amazing",3
"Playing with Surface today, quite love its size, it is really good",4
"Using Nexus this morning, really like the size, it is just good",4
"Using iPhone tonight, sort of love its size, it is really amazing",3
"Trying to connect from Los Angeles, quite like AT&T, the coverage is simply good",4
"Checking iPhone this morning, really like the screen, it is just awesome",4
"Playing with Surface this morning,  have no idea about its screen, it is just so so",2
"Using iPhone this morning, sort of hate the screen, it is just bad",1
"Texting from Vegas, a little bit love Sprint, my coverage is just awesome",3
"Playing with Lumia today, a little bit like its microphone, it is really amazing",3
"Just received Surface tonight, sort of dislike the screen, it is really bad",1
"Playing with iPhone today,  have no idea about its screen, it is just so so",2
"Trying to connect from Los Angeles, a little bit like AT&T, the speed is really good",3
"Just got iPhone today, quite dislike its screen, it is really terrible",0
"Just got Nexus this morning,  have no idea about the size, it is just okey",2
"Just received Surface today,  have no idea about its screen, it is alright",2
"Checking Surface today, quite like the size, it is just amazing",4
"Just got iPhone this morning, a little bit dislike its screen, it is just bad",1
"Just got iPhone this morning, quite love the screen, it is good",4
"Just got Surface tonight, really like the screen, it is good",4
"Trying to connect from San Diego, extremely love Virgin, the coverage is just good",4
"Trying to connect from Los Angeles, kind of like T-Mobile, my coverage is just good",3
"Checking Nexus today, a little bit hate its size, it is really bad",1
"Checking messages from New York, quite like Verizon, the speed is just awesome",4
"Using Surface today, kind of love its size, it is just awesome",3
"Checking messages from New York, really hate Verizon, my coverage is really awful",0
"Checking Surface this morning, kind of dislike the screen, it is just awful",1
"Playing with Kindle today, a little bit love its camera, it is really amazing",3
"Browsing from San Francisco, sort of like AT&T, my speed is simply good",3
"Making call from Los Angeles, really like Verizon, my service is simply awesome",4
"Browsing from New York, kind of love T-Mobile, the service is simply good",3
"Browsing from New York, extremely dislike AT&T, the coverage is just bad",0
"Trying to connect from San Francisco, sort of dislike AT&T, the speed is simply bad",1
"Making call from Los Angeles, extremely like T-Mobile, the coverage is simply awesome",4
"Making call from Seattle, extremely like Sprint, the coverage is just amazing",4
"Just received Surface today, quite like its screen, it is just good",4
"Just got iPhone tonight, a little bit dislike its screen, it is awful",1
"Just got Surface this morning,  have no idea about the size, it is just okey",2
"Checking Surface today,  have no idea about its size, it is just so so",2
"Texting from Los Angeles,  have no idea about Verizon, the coverage is really okey",2
"Texting from Seattle, quite dislike Telecom, the coverage is simply bad",0
"Texting from San Francisco, sort of like AT&T, the speed is simply awesome",3
"Texting from Los Angeles, really like T-lobiMe, the speed is simply awesome",4
"Just received Nexus tonight, really dislike its screen, it is bad",0
"Texting from San Francisco, really love Verizon, my speed is really good",4
"Trying to connect from Los Angeles, really dislike AT&T, the speed is simply bad",0
"Just got Nexus tonight, a little bit hate the size, it is awful",1
"Using Nexus this morning, kind of hate its screen, it is just bad",1
"Just received Surface this morning, kind of hate the screen, it is terrible",1
"Checking messages from Vegas,  have no idea about Telecom, my coverage is just so so",2
"Making call from Los Angeles, extremely hate AT&T, my speed is just bad",0
"Trying to connect from New York, kind of dislike T-Mobile, my service is simply awful",1
"Checking messages from San Francisco, kind of like T-Mobile, my coverage is just amazing",3
"Playing with Surface tonight, quite hate the size, it is really bad",0
"Making call from Los Angeles, really hate T-Mobile, my service is simply terrible",0
"Playing with iPhone tonight,  have no idea about the size, it is so so",2
"Checking messages from San Francisco, sort of dislike T-Mobile, my service is simply bad",1
"Checking messages from Los Angeles,  have no idea about Verizon, my speed is simply alright",2
"Using iPad today, sort of love its battery, it is amazing",3
"Making call from New York,  have no idea about Verizon, my speed is just so so",2
"Checking Surface tonight, quite dislike its screen, it is just bad",0
"Just received Kindle tonight,  have no idea about its camera, it is alright",2
"Playing with Nexus this morning,  have no idea about the screen, it is really okey",2
"Using iPhone this morning, kind of love the screen, it is awesome",3
"Using Galaxy today, a little bit love its battery, it is really awesome",3
"Texting from Seattle, really like Virgin, the coverage is really amazing",4
"Browsing from New York, really like Verizon, the coverage is simply good",4
"Making call from Seattle, extremely like Telecom, the service is just good",4
"Browsing from San Diego, extremely hate Virgin, the service is just bad",0
"Using iPhone today, extremely dislike the size, it is really terrible",0
"Making call from Los Angeles, a little bit love AT&T, my service is really good",3
"Just got Surfcae today,  have no idea about the size, it is really okey",2
"Just received Surface tonight, really like the screen, it is good",4
"Playing with Surface today, really hate its screen, it is awful",0
"Texting from Los Angeles,  have no idea about T-Mobile, my service is really average",2
"Just received Nexus tonight, really hate the size, it is just bad",0
"Just received iPhone tonight, extremely like its screen, it is just good",4
"Browsing from Seattle, kind of dislike Virgin, my coverage is simply awful",1
"Just got Galaxy today, kind of dislike the camera, it is just bad",1
"Checking messages from Los Angeles, quite love T-Mobile, the coverage is simply amazing",4
"Making call from San Diego, kind of hate Virgin, my service is really bad",1
"Browsing from New York,  have no idea about T-Mobile, the coverage is really okey",2
"Texting from Los Angeles, quite love T-Mobile, the speed is simply awesome",4
"Checking messages from San Francisco, really like Verizon, my service is simply good",4
"Using Kindle today, kind of hate its battery, it is just terrible",1
"Checking Nexus today, a little bit dislike the screen, it is just terrible",1
"Checking messages from New York, sort of love T-Mobile, the speed is just amazing",3
"Just received Galaxy this morning, sort of like its battery, it is awesome",3
"Using Nexus tonight, quite like its screen, it is just awesome",4
"Browsing from New York, really like T-Mobile, my service is really good",4
"Texting from Los Angeles,  have no idea about T-Mobile, the service is really alright",2
"Checking messages from New York, sort of hate Verizon, my service is simply bad",1
"Texting from Irvine, a little bit like Cellcom, the speed is just awesome",3
"Checking iPhone today,  have no idea about its screen, it is so so",2
"Using iPhone tonight, kind of hate its screen, it is really awful",1
"Checking Nexus today, sort of like its screen, it is just amazing",3
"Making call from Los Angeles, sort of dislike AT&T, my speed is simply terrible",1
"Texting from New York,  have no idea about Verizon, the service is really average",2
"Checking MotoX this morning, a little bit hate its resolution, it is really terrible",1
"Playing with Nexus today, really hate its screen, it is just bad",0
"Trying to connect from New York, quite dislike AT&T, the speed is just awful",0
"Trying to connect from San Francisco,  have no idea about Verizon, my service is really okey",2
"Making call from Los Angeles,  have no idea about Verizon, the coverage is just alright",2
"Browsing from Los Angeles, quite like Verizon, my service is just awesome",4
"Trying to connect from New York, a little bit dislike Verizon, the service is simply bad",1
"Trying to connect from New York, quite love Verizon, my coverage is simply good",4
"Trying to connect from Los Angeles, really like T-Mobile, my coverage is simply amazing",4
"Browsing from San Francisco, a little bit hate Verizon, the speed is simply awful",1
"Checking messages from Los Angeles, kind of love AT&T, the service is really awesome",3
"Browsing from Los Angeles, kind of dislike Verizon, my service is really bad",1
"Texting from San Diego, a little bit love Sprint, the speed is just awesome",3
"Playing with iPhone today, extremely like the screen, it is really awesome",4
"Checking Nexus this morning, sort of dislike its size, it is awful",1
"Using Surface today, extremely dislike the screen, it is just terrible",0
"Making call from Los Angeles, quite like T-Mobile, the service is simply awesome",4
"Using Surface this morning, extremely dislike its screen, it is awful",0
"Trying to connect from New York, a little bit dislike Verizon, the coverage is really terrible",1
"Trying to connect from Los Angeles,  have no idea about T-Mobile, my service is really alright",2
"Using Surface this morning, really love its size, it is really good",4
"Browsing from Los Angeles,  have no idea about T-Mobile, the service is just average",2
"Playing with iPad today, kind of hate the battery, it is awful",1
"Making call from San Francisco, really dislike T-Mobile, the coverage is simply terrible",0
"Trying to connect from San Francisco, a little bit hate Verizon, my coverage is really terrible",1
"Just got Nexus tonight, sort of like the screen, it is really good",3
"Checking messages from San Francisco, kind of hate Verizon, the service is simply bad",1
"Making call from Los Angeles, kind of hate AT&T, my coverage is just bad",1
"Texting from Los Angeles, quite hate AT&T, my speed is simply terrible",0
"Texting from New York,  have no idea about T-Mobile, my coverage is simply alright",2
"Checking messages from Vegas, sort of love Virgin, the coverage is just awesome",3
"Checking iPhone today, kind of dislike the size, it is really bad",1
"Browsing from Los Angeles, quite dislike Verizon, the service is simply terrible",0
"Making call from San Diego,  have no idea about Sprint, the coverage is simply okey",2
"Just received Surface tonight, a little bit hate its screen, it is terrible",1
"Texting from San Francisco,  have no idea about AT&T, my speed is just so so",2
"Just received Nexus tonight, extremely dislike its screen, it is really awful",0
"Playing with Surface tonight, a little bit hate its screen, it is just bad",1
"Checking messages from New York, kind of love T-Mobile, my coverage is really good",3
"Just got Kindle this morning,  have no idea about the camera, it is okey",2
"Just received Galaxy this morning, a little bit like its camera, it is really good",3
"Checking messages from Seattle, a little bit love Telecom, the speed is really awesome",3
"Checking messages from New York, extremely dislike Verizon, my speed is just awful",0
"Just got Surfaae today, really love the screen, it is really amazing",4
"Checking iPhone today, a little bit like its size, it is really good",3
"Trying to connect from Los Angeles,  have no idea about T-Mboile, my speed is simply alright",2
"Just received Surface this morning,  have no idea about the size, it is really average",2
"Making call from Los Angeles, really like T-Mobile, my coverage is simply amazing",4
"Texting from Los Angeles, really hate Verizon, the coverage is really awful",0
"Playing with Galaxy tonight, really like its battery, it is good",4
"Using Galaxy this morning, really dislike its camera, it is really terrible",0
"Playing with Galaxy today, a little bit dislike its battery, it is awful",1
"Just got Nexus today, really like its size, it is really good",4
"Making call from San Francisco, really hate AT&T, my service is simply terrible",0
"Making call from New York, extremely like Verizon, the service is simply amazing",4
"Using Surface this morning, a little bit love its screen, it is good",3
"Just received Nexus tonight, really like its screen, it is really good",4
"Just got Nexus today,  have no idea about its screen, it is just okey",2
"Trying to connect from Seattle, kind of dislike Virgin, my service is simply awful",1
"Just received iPhone tonight, really like its size, it is amazing",4
"Checking messages from San Diego, kind of hate Telecom, the service is just awful",1
"Just received Surface tonight, sort of hate the size, it is terrible",1
"Browsing from San Francisco, a little bit dislike Verizon, my service is just awful",1
"Making call from Seattle, sort of like Telecom, the coverage is really good",3
"Checking messages from San Francisco, quite like AT&T, the service is really amazing",4
"Browsing from New York,  have no idea about AT&T, the coverage is really average",2
"Just received iPhone tonight,  have no idea about the screen, it is really so so",2
"Checking messages from New York, kind of hate T-Mobile, the speed is really terrible",1
"Checking Nexus tonight,  have no idea about the size, it is just so so",2
"Browsing from San Francisco, sort of like Verizon, the service is just awesome",3
"Using Surface today, a little bit dislike its screen, it is really terrible",1
"Browsing from Miami, a little bit hate miSpot, the speed is just bad",1
"Just received Nexus today, a little bit hate the size, it is just terrible",1
"Using Surface this morning,  have no idea about its size, it is just alright",2
"Texting from San Francisco, really hate AT&T, the service is simply awful",0
"Using Surface this morning, kind of like the screen, it is really good",3
"Just received Nexus today, quite love the screen, it is really good",4
"Texting from New York, extremely like T-Mobile, my speed is really awesome",4
"Browsing from San Francisco, sort of dislike AT&T, the coverage is really bad",1
"Checking messages from Los Angeles, extremely dislike AT&T, my service is just awful",0
"Just got iPhone tonight, a little bit dislike its screen, it is terrible",1
"Checking messages from Los Angeles, extremely dislike AT&T, the coverage is really bad",0
"Checking messages from Los Angeles, really love AT&T, the speed is simply good",4
"Just received iPad tonight, sort of like its camera, it is awesome",3
"Texting from Vegas, kind of hate Virgin, my coverage is really awful",1
"Just got Nexus today, quite like its screen, it is really good",4
"Just got Nexus today, kind of like the size, it is just amazing",3
"Trying to connect from San Francisco, sort of like Verizon, my speed is simply amazing",3
"Checking Nexus tonight,  have no idea about the size, it is just so so",2
"Just received Surface today, kind of like the size, it is awesome",3
"Browsing from New York, kind of dislike AT&T, my speed is simply awful",1
"Checking Lamiu today, really hate the microphone, it is really bad",0
"Just received Nexus tonight, sort of dislike the screen, it is just bad",1
"Making call from Los Angeles, a little bit hate Verizon, the coverage is just terrible",1
"Making call from San Francisco, extremely dislike T-Mobile, the speed is really terrible",0
"Texting from Los Angeles, a little bit hate T-Mobile, the service is simply terrible",1
"Using Nexus tonight, kind of hate the size, it is just bad",1
"Trying to connect from San Diego,  have no idea about Telecom, my coverage is just so so",2
"Making call from Seattle, a little bit like Virgin, the speed is simply good",3
"Using Sarface tonight, kind of love the size, it is just good",3
"Just got iPbd tonight, really hate its battery, it is awful",0
"Trying to connect from Los Angeles, really love T-Mobiae, my speed is just awesome",4
"Browsing from New York, a little bit like AT&T, the speed is simply awesome",3
"Checking Nexus today, sort of love its size, it is awesome",3
"Checking Nexus today, really dislike the screen, it is just awful",0
"Making call from Los Angeles,  have no idea about T-Mobile, my speed is really alright",2
"Just received Surface tonight, sort of like its size, it is awesome",3
"Using Surface tonight, quite like the size, it is amazing",4
"Just received iPad tonight, kind of like the camera, it is good",3
"Just got Surface this morning,  have no idea about its size, it is just okey",2
"Using Kindle today,  have no idea about its battery, it is really okey",2
"Playing with XPeria tonight, quite like the microphone, it is amazing",4
"Playing with Kandle this morning, really hate the camera, it is terrible",0
"Just received Nexus this morning, really like its size, it is just good",4
"Texting from Seattle, really like Telecom, the coverage is simply amazing",4
"Checking messages from Seattle, really dislike Sprint, the speed is just bad",0
"Texting from Seattle, a little bit dislike Sprint, the coverage is really awful",1
